Центральный федеральный округ;Тульская Область;Заокский район;2400
Центральный федеральный округ;Тульская Область;Кимовский район;2400
Центральный федеральный округ;Тульская Область;Киреевский район;2000
Центральный федеральный округ;Тульская Область;Киреевский район;2400
Центральный федеральный округ;Тульская Область;Новомосковский район;2400
Центральный федеральный округ;Тульская Область;Плавский район;2000
Центральный федеральный округ;Тульская Область;Суворовский район;2000
Центральный федеральный округ;Тульская Область;Узловский район;2400
Центральный федеральный округ;Тульская Область;Чернский район;2400
Центральный федеральный округ;Тульская Область;Щекинский район;2000
Центральный федеральный округ;Тульская Область;Ясногорский район;2000
Центральный федеральный округ;Ярославская Область;Даниловский район;2400
Центральный федеральный округ;Ярославская Область;Любимский район;2400
Центральный федеральный округ;Ярославская Область;Мышкинский район;2400
Центральный федеральный округ;Ярославская Область;Переславский район;2400
Центральный федеральный округ;Ярославская Область;Ростовский район;2400
Центральный федеральный округ;Ярославская Область;Рыбинский район;2400
Центральный федеральный округ;Ярославская Область;Тутаевский район;2400
Центральный федеральный округ;Ярославская Область;Угличский район;2400
Центральный федеральный округ;Ярославская Область;г. Ярославль;2400
